path,valence,arousal,dominance
audio\audio_train\20041_neutral.wav,0.0,0.0,0.0
audio\audio_train\20042_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20043_happiness.wav,0.81,0.51,0.46
audio\audio_train\20044_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20045_neutral.wav,0.0,0.0,0.0
audio\audio_train\20046_happiness.wav,0.81,0.51,0.46
audio\audio_train\20047_anger.wav,-0.51,0.59,0.25
audio\audio_train\20048_neutral.wav,0.0,0.0,0.0
audio\audio_train\20049_anger.wav,-0.51,0.59,0.25
audio\audio_train\20050_neutral.wav,0.0,0.0,0.0
audio\audio_train\20051_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20052_anger.wav,-0.51,0.59,0.25
audio\audio_train\20053_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20055_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20056_happiness.wav,0.81,0.51,0.46
audio\audio_train\20057_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20059_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20060_anger.wav,-0.51,0.59,0.25
audio\audio_train\20061_happiness.wav,0.81,0.51,0.46
audio\audio_train\20062_happiness.wav,0.81,0.51,0.46
audio\audio_train\20063_neutral.wav,0.0,0.0,0.0
audio\audio_train\20064_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20065_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20066_neutral.wav,0.0,0.0,0.0
audio\audio_train\20067_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20068_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20069_anger.wav,-0.51,0.59,0.25
audio\audio_train\20070_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20071_neutral.wav,0.0,0.0,0.0
audio\audio_train\20072_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20073_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20074_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20075_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20076_neutral.wav,0.0,0.0,0.0
audio\audio_train\20077_neutral.wav,0.0,0.0,0.0
audio\audio_train\20078_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20079_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20080_happiness.wav,0.81,0.51,0.46
audio\audio_train\20081_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20082_happiness.wav,0.81,0.51,0.46
audio\audio_train\20083_neutral.wav,0.0,0.0,0.0
audio\audio_train\20084_neutral.wav,0.0,0.0,0.0
audio\audio_train\20085_happiness.wav,0.81,0.51,0.46
audio\audio_train\20086_happiness.wav,0.81,0.51,0.46
audio\audio_train\20087_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20088_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20089_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20090_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20091_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20092_neutral.wav,0.0,0.0,0.0
audio\audio_train\20093_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20094_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20095_anger.wav,-0.51,0.59,0.25
audio\audio_train\20096_happiness.wav,0.81,0.51,0.46
audio\audio_train\20097_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20098_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20099_neutral.wav,0.0,0.0,0.0
audio\audio_train\20100_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20101_neutral.wav,0.0,0.0,0.0
audio\audio_train\20102_happiness.wav,0.81,0.51,0.46
audio\audio_train\20104_neutral.wav,0.0,0.0,0.0
audio\audio_train\20105_anger.wav,-0.51,0.59,0.25
audio\audio_train\20106_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20107_happiness.wav,0.81,0.51,0.46
audio\audio_train\20108_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20109_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20110_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20111_neutral.wav,0.0,0.0,0.0
audio\audio_train\20112_happiness.wav,0.81,0.51,0.46
audio\audio_train\20113_anger.wav,-0.51,0.59,0.25
audio\audio_train\20115_happiness.wav,0.81,0.51,0.46
audio\audio_train\20116_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20117_happiness.wav,0.81,0.51,0.46
audio\audio_train\20118_happiness.wav,0.81,0.51,0.46
audio\audio_train\20119_neutral.wav,0.0,0.0,0.0
audio\audio_train\20120_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20121_neutral.wav,0.0,0.0,0.0
audio\audio_train\20122_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20123_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20124_neutral.wav,0.0,0.0,0.0
audio\audio_train\20125_anger.wav,-0.51,0.59,0.25
audio\audio_train\20126_anxiety.wav,-0.35,0.55,-0.45
audio\audio_train\20127_anger.wav,-0.51,0.59,0.25
audio\audio_train\20129_neutral.wav,0.0,0.0,0.0
audio\audio_train\20130_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20131_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20132_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20133_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20135_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20136_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20137_anger.wav,-0.51,0.59,0.25
audio\audio_train\20138_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20139_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20141_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20143_anger.wav,-0.51,0.59,0.25
audio\audio_train\20144_neutral.wav,0.0,0.0,0.0
audio\audio_train\20145_anger.wav,-0.51,0.59,0.25
audio\audio_train\20146_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20147_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20148_neutral.wav,0.0,0.0,0.0
audio\audio_train\20149_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20150_neutral.wav,0.0,0.0,0.0
audio\audio_train\20152_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20153_neutral.wav,0.0,0.0,0.0
audio\audio_train\20154_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20155_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20156_anger.wav,-0.51,0.59,0.25
audio\audio_train\20157_neutral.wav,0.0,0.0,0.0
audio\audio_train\20158_neutral.wav,0.0,0.0,0.0
audio\audio_train\20159_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20160_neutral.wav,0.0,0.0,0.0
audio\audio_train\20161_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20162_happiness.wav,0.81,0.51,0.46
audio\audio_train\20163_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20164_neutral.wav,0.0,0.0,0.0
audio\audio_train\20165_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20166_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20167_neutral.wav,0.0,0.0,0.0
audio\audio_train\20168_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20169_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20170_neutral.wav,0.0,0.0,0.0
audio\audio_train\20171_neutral.wav,0.0,0.0,0.0
audio\audio_train\20172_neutral.wav,0.0,0.0,0.0
audio\audio_train\20173_happiness.wav,0.81,0.51,0.46
audio\audio_train\20174_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20175_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20176_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20177_anger.wav,-0.51,0.59,0.25
audio\audio_train\20178_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20179_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20180_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20181_anger.wav,-0.51,0.59,0.25
audio\audio_train\20182_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20183_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20184_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20185_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20186_neutral.wav,0.0,0.0,0.0
audio\audio_train\20187_neutral.wav,0.0,0.0,0.0
audio\audio_train\20188_happiness.wav,0.81,0.51,0.46
audio\audio_train\20189_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20190_neutral.wav,0.0,0.0,0.0
audio\audio_train\20191_anger.wav,-0.51,0.59,0.25
audio\audio_train\20192_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20193_happiness.wav,0.81,0.51,0.46
audio\audio_train\20194_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20195_happiness.wav,0.81,0.51,0.46
audio\audio_train\20196_neutral.wav,0.0,0.0,0.0
audio\audio_train\20197_anger.wav,-0.51,0.59,0.25
audio\audio_train\20198_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20199_anger.wav,-0.51,0.59,0.25
audio\audio_train\20200_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20201_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20202_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20203_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20204_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20205_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20206_neutral.wav,0.0,0.0,0.0
audio\audio_train\20207_neutral.wav,0.0,0.0,0.0
audio\audio_train\20208_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20209_anger.wav,-0.51,0.59,0.25
audio\audio_train\20210_neutral.wav,0.0,0.0,0.0
audio\audio_train\20211_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20212_happiness.wav,0.81,0.51,0.46
audio\audio_train\20213_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20214_neutral.wav,0.0,0.0,0.0
audio\audio_train\20215_anger.wav,-0.51,0.59,0.25
audio\audio_train\20216_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20217_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20218_anger.wav,-0.51,0.59,0.25
audio\audio_train\20219_neutral.wav,0.0,0.0,0.0
audio\audio_train\20220_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20221_neutral.wav,0.0,0.0,0.0
audio\audio_train\20222_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20223_anger.wav,-0.51,0.59,0.25
audio\audio_train\20224_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20225_happiness.wav,0.81,0.51,0.46
audio\audio_train\20226_neutral.wav,0.0,0.0,0.0
audio\audio_train\20227_neutral.wav,0.0,0.0,0.0
audio\audio_train\20228_happiness.wav,0.81,0.51,0.46
audio\audio_train\20229_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20230_happiness.wav,0.81,0.51,0.46
audio\audio_train\20231_neutral.wav,0.0,0.0,0.0
audio\audio_train\20232_anger.wav,-0.51,0.59,0.25
audio\audio_train\20233_happiness.wav,0.81,0.51,0.46
audio\audio_train\20234_neutral.wav,0.0,0.0,0.0
audio\audio_train\20235_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20236_neutral.wav,0.0,0.0,0.0
audio\audio_train\20237_neutral.wav,0.0,0.0,0.0
audio\audio_train\20238_neutral.wav,0.0,0.0,0.0
audio\audio_train\20239_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20240_neutral.wav,0.0,0.0,0.0
audio\audio_train\20241_neutral.wav,0.0,0.0,0.0
audio\audio_train\20243_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20244_happiness.wav,0.81,0.51,0.46
audio\audio_train\20245_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20246_anger.wav,-0.51,0.59,0.25
audio\audio_train\20247_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20248_happiness.wav,0.81,0.51,0.46
audio\audio_train\20249_happiness.wav,0.81,0.51,0.46
audio\audio_train\20250_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20251_anger.wav,-0.51,0.59,0.25
audio\audio_train\20252_anger.wav,-0.51,0.59,0.25
audio\audio_train\20253_neutral.wav,0.0,0.0,0.0
audio\audio_train\20254_anger.wav,-0.51,0.59,0.25
audio\audio_train\20255_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20256_happiness.wav,0.81,0.51,0.46
audio\audio_train\20257_happiness.wav,0.81,0.51,0.46
audio\audio_train\20258_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20260_neutral.wav,0.0,0.0,0.0
audio\audio_train\20261_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20262_anger.wav,-0.51,0.59,0.25
audio\audio_train\20263_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20264_anger.wav,-0.51,0.59,0.25
audio\audio_train\20265_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20266_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20267_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20268_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20269_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20270_anger.wav,-0.51,0.59,0.25
audio\audio_train\20271_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20273_happiness.wav,0.81,0.51,0.46
audio\audio_train\20274_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20275_happiness.wav,0.81,0.51,0.46
audio\audio_train\20276_happiness.wav,0.81,0.51,0.46
audio\audio_train\20277_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20278_happiness.wav,0.81,0.51,0.46
audio\audio_train\20279_anger.wav,-0.51,0.59,0.25
audio\audio_train\20280_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20281_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20282_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20283_happiness.wav,0.81,0.51,0.46
audio\audio_train\20284_neutral.wav,0.0,0.0,0.0
audio\audio_train\20285_neutral.wav,0.0,0.0,0.0
audio\audio_train\20286_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20287_anger.wav,-0.51,0.59,0.25
audio\audio_train\20288_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20289_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20290_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20291_happiness.wav,0.81,0.51,0.46
audio\audio_train\20292_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20294_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20295_neutral.wav,0.0,0.0,0.0
audio\audio_train\20296_neutral.wav,0.0,0.0,0.0
audio\audio_train\20297_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20298_anxiety.wav,-0.35,0.55,-0.45
audio\audio_train\20299_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20301_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20302_neutral.wav,0.0,0.0,0.0
audio\audio_train\20303_neutral.wav,0.0,0.0,0.0
audio\audio_train\20304_neutral.wav,0.0,0.0,0.0
audio\audio_train\20305_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20306_neutral.wav,0.0,0.0,0.0
audio\audio_train\20307_neutral.wav,0.0,0.0,0.0
audio\audio_train\20308_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20309_anger.wav,-0.51,0.59,0.25
audio\audio_train\20310_neutral.wav,0.0,0.0,0.0
audio\audio_train\20311_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20312_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20313_happiness.wav,0.81,0.51,0.46
audio\audio_train\20314_happiness.wav,0.81,0.51,0.46
audio\audio_train\20315_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20316_anger.wav,-0.51,0.59,0.25
audio\audio_train\20317_anger.wav,-0.51,0.59,0.25
audio\audio_train\20318_anger.wav,-0.51,0.59,0.25
audio\audio_train\20319_happiness.wav,0.81,0.51,0.46
audio\audio_train\20320_neutral.wav,0.0,0.0,0.0
audio\audio_train\20321_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20322_neutral.wav,0.0,0.0,0.0
audio\audio_train\20323_neutral.wav,0.0,0.0,0.0
audio\audio_train\20324_happiness.wav,0.81,0.51,0.46
audio\audio_train\20325_happiness.wav,0.81,0.51,0.46
audio\audio_train\20326_happiness.wav,0.81,0.51,0.46
audio\audio_train\20327_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20328_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20329_anger.wav,-0.51,0.59,0.25
audio\audio_train\20330_anger.wav,-0.51,0.59,0.25
audio\audio_train\20331_anger.wav,-0.51,0.59,0.25
audio\audio_train\20332_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20333_happiness.wav,0.81,0.51,0.46
audio\audio_train\20334_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20335_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20336_happiness.wav,0.81,0.51,0.46
audio\audio_train\20337_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20338_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20339_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20340_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20341_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20342_neutral.wav,0.0,0.0,0.0
audio\audio_train\20343_happiness.wav,0.81,0.51,0.46
audio\audio_train\20344_anger.wav,-0.51,0.59,0.25
audio\audio_train\20346_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20347_neutral.wav,0.0,0.0,0.0
audio\audio_train\20349_neutral.wav,0.0,0.0,0.0
audio\audio_train\20350_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20351_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20352_anger.wav,-0.51,0.59,0.25
audio\audio_train\20353_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20354_happiness.wav,0.81,0.51,0.46
audio\audio_train\20355_neutral.wav,0.0,0.0,0.0
audio\audio_train\20356_anxiety.wav,-0.35,0.55,-0.45
audio\audio_train\20357_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20358_neutral.wav,0.0,0.0,0.0
audio\audio_train\20359_happiness.wav,0.81,0.51,0.46
audio\audio_train\20360_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20361_neutral.wav,0.0,0.0,0.0
audio\audio_train\20362_neutral.wav,0.0,0.0,0.0
audio\audio_train\20363_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20364_neutral.wav,0.0,0.0,0.0
audio\audio_train\20365_neutral.wav,0.0,0.0,0.0
audio\audio_train\20366_neutral.wav,0.0,0.0,0.0
audio\audio_train\20367_neutral.wav,0.0,0.0,0.0
audio\audio_train\20368_neutral.wav,0.0,0.0,0.0
audio\audio_train\20369_neutral.wav,0.0,0.0,0.0
audio\audio_train\20370_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20372_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20373_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20374_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20375_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20376_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20378_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20379_neutral.wav,0.0,0.0,0.0
audio\audio_train\20380_happiness.wav,0.81,0.51,0.46
audio\audio_train\20381_happiness.wav,0.81,0.51,0.46
audio\audio_train\20382_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20383_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20384_neutral.wav,0.0,0.0,0.0
audio\audio_train\20386_anger.wav,-0.51,0.59,0.25
audio\audio_train\20387_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20388_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20389_happiness.wav,0.81,0.51,0.46
audio\audio_train\20390_happiness.wav,0.81,0.51,0.46
audio\audio_train\20391_happiness.wav,0.81,0.51,0.46
audio\audio_train\20392_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20393_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20395_anger.wav,-0.51,0.59,0.25
audio\audio_train\20396_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20397_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20398_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20399_happiness.wav,0.81,0.51,0.46
audio\audio_train\20400_anger.wav,-0.51,0.59,0.25
audio\audio_train\20401_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20402_happiness.wav,0.81,0.51,0.46
audio\audio_train\20403_anger.wav,-0.51,0.59,0.25
audio\audio_train\20404_happiness.wav,0.81,0.51,0.46
audio\audio_train\20405_happiness.wav,0.81,0.51,0.46
audio\audio_train\20406_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20407_happiness.wav,0.81,0.51,0.46
audio\audio_train\20408_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20409_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20410_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20412_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20413_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20414_neutral.wav,0.0,0.0,0.0
audio\audio_train\20415_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20416_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20417_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20418_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20419_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20420_anger.wav,-0.51,0.59,0.25
audio\audio_train\20421_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20423_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20424_happiness.wav,0.81,0.51,0.46
audio\audio_train\20425_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20426_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20427_neutral.wav,0.0,0.0,0.0
audio\audio_train\20428_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20429_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20431_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20432_happiness.wav,0.81,0.51,0.46
audio\audio_train\20433_neutral.wav,0.0,0.0,0.0
audio\audio_train\20434_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20436_neutral.wav,0.0,0.0,0.0
audio\audio_train\20437_neutral.wav,0.0,0.0,0.0
audio\audio_train\20439_anger.wav,-0.51,0.59,0.25
audio\audio_train\20441_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20442_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20443_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20444_happiness.wav,0.81,0.51,0.46
audio\audio_train\20445_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20446_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20447_anxiety.wav,-0.35,0.55,-0.45
audio\audio_train\20448_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20449_anger.wav,-0.51,0.59,0.25
audio\audio_train\20450_anger.wav,-0.51,0.59,0.25
audio\audio_train\20452_anger.wav,-0.51,0.59,0.25
audio\audio_train\20453_neutral.wav,0.0,0.0,0.0
audio\audio_train\20454_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20457_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20458_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20459_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20460_happiness.wav,0.81,0.51,0.46
audio\audio_train\20461_neutral.wav,0.0,0.0,0.0
audio\audio_train\20462_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20463_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20464_anger.wav,-0.51,0.59,0.25
audio\audio_train\20465_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20466_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20467_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20468_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20469_happiness.wav,0.81,0.51,0.46
audio\audio_train\20470_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20471_happiness.wav,0.81,0.51,0.46
audio\audio_train\20472_happiness.wav,0.81,0.51,0.46
audio\audio_train\20473_anger.wav,-0.51,0.59,0.25
audio\audio_train\20474_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20475_neutral.wav,0.0,0.0,0.0
audio\audio_train\20476_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20477_happiness.wav,0.81,0.51,0.46
audio\audio_train\20478_neutral.wav,0.0,0.0,0.0
audio\audio_train\20479_anger.wav,-0.51,0.59,0.25
audio\audio_train\20480_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20481_neutral.wav,0.0,0.0,0.0
audio\audio_train\20482_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20483_happiness.wav,0.81,0.51,0.46
audio\audio_train\20484_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20485_neutral.wav,0.0,0.0,0.0
audio\audio_train\20486_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20487_neutral.wav,0.0,0.0,0.0
audio\audio_train\20488_happiness.wav,0.81,0.51,0.46
audio\audio_train\20489_anger.wav,-0.51,0.59,0.25
audio\audio_train\20490_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20492_neutral.wav,0.0,0.0,0.0
audio\audio_train\20493_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20494_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20495_happiness.wav,0.81,0.51,0.46
audio\audio_train\20496_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20497_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20498_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20499_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20500_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20502_neutral.wav,0.0,0.0,0.0
audio\audio_train\20503_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20504_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20505_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20506_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20507_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20508_disgust.wav,-0.6,0.35,0.11
audio\audio_train\20509_neutral.wav,0.0,0.0,0.0
audio\audio_train\20510_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20511_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20512_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20513_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20514_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20515_surprise.wav,0.4,0.67,-0.13
audio\audio_train\20516_neutral.wav,0.0,0.0,0.0
audio\audio_train\20517_neutral.wav,0.0,0.0,0.0
audio\audio_train\20518_neutral.wav,0.0,0.0,0.0
audio\audio_train\20519_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20520_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20521_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\20522_fear.wav,-0.64,0.6,-0.43
audio\audio_train\20523_anger.wav,-0.51,0.59,0.25
audio\audio_train\20524_fear.wav,-0.64,0.6,-0.43
